Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
ISIG,"Insignia Systems, Inc.",1.24,$14.77M,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig,
INSM,"Insmed, Inc.",31.47,$2.41B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm,
INSE,"Inspired Entertainment, Inc.",10,$224.15M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inse,
IIIN,"Insteel Industries, Inc.",28.16,$536.2M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin,
PODD,Insulet Corporation,68.69,$4B,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd,
INSY,"Insys Therapeutics, Inc.",7.77,$569.67M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy,
NTEC,Intec Pharma Ltd.,5.15,$134.29M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec,
IART,Integra LifeSciences Holdings Corporation,49.43,$3.88B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart,
IDTI,"Integrated Device Technology, Inc.",30.23,$4.02B,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti,
IMTE,Integrated Media Technology Limited,5.63,$14.88M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/imte,
INTC,Intel Corporation,46.11,$215.79B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc,
NTLA,"Intellia Therapeutics, Inc.",19.37,$698.98M,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ntla,
IPCI,Intellipharmaceutics International Inc.,0.764,$26.51M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci,
IPAR,"Inter Parfums, Inc.",43.55,$1.36B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar,
IBKR,"Interactive Brokers Group, Inc.",59.77,$24.61B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr,
ICPT,"Intercept Pharmaceuticals, Inc.",62.96,$1.58B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt,
IDCC,"InterDigital, Inc.",75.9,$2.63B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc,
TILE,"Interface, Inc.",24.3,$1.46B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile,
LINK,"Interlink Electronics, Inc.",5.3,$38.88M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/link,
IMI,"Intermolecular, Inc.",1.34,$66.41M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi,
INAP,Internap Corporation,15.53,$80.93M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap,
IBOC,International Bancshares Corporation,39.75,$2.63B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc,
ISCA,International Speedway Corporation,40.2,$1.78B,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca,
IGLD,Internet Gold Golden Lines Ltd.,8.45,$162.27M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld,
IIJI,"Internet Initiative Japan, Inc.",8.96,$807.53M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji,
IDXG,"Interpace Diagnostics Group, Inc.",1.07,$28.73M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/idxg,
XENT,"Intersect ENT, Inc.",32.6,$960.26M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent,
INTX,"Intersections, Inc.",2.12,$51.07M,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx,
IVAC,"Intevac, Inc.",7,$152.52M,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac,
INTL,INTL FCStone Inc.,42.25,$792.87M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl,
ITCI,Intra-Cellular Therapies Inc.,15.29,$834.49M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci,
IIN,IntriCon Corporation,19.65,$134.98M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin,
INTU,Intuit Inc.,158.73,$40.58B,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu,
ISRG,"Intuitive Surgical, Inc.",368.09,$41.24B,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg,
ISTR,Investar Holding Corporation,24.4,$212.74M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr,
ISBC,"Investors Bancorp, Inc.",13.85,$4.24B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc,
ITIC,Investors Title Company,200.85,$379.01M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic,
NVIV,InVivo Therapeutics Holdings Corp.,0.76,$26.02M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv,
IVTY,"Invuity, Inc.",6.25,$107.12M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty,
IONS,"Ionis Pharmaceuticals, Inc.",50.88,$6.35B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions,
IOVA,"Iovance Biotherapeutics, Inc.",8,$581.06M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/iova,
IPAS,iPass Inc.,0.534,$35.64M,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas,
DTYS,iPath US Treasury 10-year Bear ETN,18.32,$49.33M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtys,
DTYL,iPath US Treasury 10-year Bull ETN,77.11,$5.3M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtyl,
DTUS,iPath US Treasury 2-year Bear ETN,35.0152,$8.75M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtus,
DTUL,iPath US Treasury 2-year Bull ETN,60.5,$4.18M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul,
DFVS,iPath US Treasury 5-year Bear ETN,31.7,$1.2M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs,
DFVL,iPath US Treasury 5-year Bull ETN,65.48,$4.76M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl,
FLAT,iPath US Treasury Flattener ETN,61.756,$2.89M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/flat,
DLBS,iPath US Treasury Long Bond Bear ETN,16.3396,$15.82M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs,
DLBL,iPath US Treasury Long Bond Bull ETN,78.32,$4.53M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl,
STPP,iPath US Treasury Steepener ETN,30.4,$4.82M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp,
IPGP,IPG Photonics Corporation,214.61,$11.57B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp,
CLRG,IQ Chaikin U.S. Large Cap ETF,25.23,$44.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clrg,
CSML,IQ Chaikin U.S. Small Cap ETF,28.25,$355.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csml,
IRMD,iRadimed Corporation,15.6,$164.66M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd,
IRTC,"iRhythm Technologies, Inc.",54.91,$1.26B,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irtc,
IRIX,IRIDEX Corporation,7.71,$89.28M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix,
IRDM,Iridium Communications Inc,11.95,$1.17B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm,
IRDMB,Iridium Communications Inc,402,$201M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb,
IRBT,iRobot Corporation,80.04,$2.23B,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt,
IRWD,"Ironwood Pharmaceuticals, Inc.",15.39,$2.3B,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd,
IRCP,IRSA Propiedades Comerciales S.A.,55.96,$1.76B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp,
PMPT,iSectors Post-MPT Growth ETF,27.11,$13.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmpt,
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.23,$652.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd,
CSJ,iShares 1-3 Year Credit Bond ETF,104.56,$11.48B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csj,
ISHG,iShares 1-3 Year International Treasury Bond ETF,83.69,$75.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg,
SHY,iShares 1-3 Year Treasury Bond ETF,83.82,$11.4B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/shy,
TLT,iShares 20+ Year Treasury Bond ETF,126.77,$7.43B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt,
IEI,iShares 3-7 Year Treasury Bond ETF,122.13,$6.96B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iei,
IEF,iShares 7-10 Year Treasury Bond ETF,105.53,$7.84B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ief,
AIA,iShares Asia 50 ETF,65.21,$717.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia,
COMT,iShares Commodities Select Strategy ETF,36.14,$289.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt,
ISTB,iShares Core 1-5 Year USD Bond ETF,49.785,$1.24B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/istb,
IXUS,iShares Core MSCI Total International Stock ETF,62.77,$8.33B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus,
IUSG,iShares Core S&P U.S. Growth ETF,53.93,$3.55B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iusg,
IUSV,iShares Core S&P U.S. Value ETF,55.5,$3.23B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iusv,
IUSB,iShares Core Total USD Bond Market ETF,50.85,$1.98B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iusb,
HEWG,iShares Currency Hedged MSCI Germany ETF,29.12,$675.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hewg,
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,24.98,$9.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/susb,
SUSC,iShares ESG USD Corporate Bond ETF,25.355,$10.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/susc,
XT,iShares Exponential Technologies ETF,35.53,$1.57B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/xt,
FALN,iShares Fallen Angels USD Bond ETF,27.13,$23.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faln,
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,40.68,$40.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu,
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.79,$619.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl,
IGF,iShares Global Infrastructure ETF,45.07,$2.2B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf,
GNMA,iShares GNMA Bond ETF,49.59,$131.41M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma,
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,50.98,$10.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyxe,
CIU,iShares Intermediate Credit Bond ETF,109.19,$7.73B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ciu,
IGOV,iShares International Treasury Bond ETF,49.66,$861.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov,
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,115.91,$12.12B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emb,
MBB,iShares MBS ETF,106.56,$11.86B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mbb,
JKI,iShares Morningstar Mid-Cap ETF,159.61,$422.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki,
ACWX,iShares MSCI ACWI ex US Index Fund,49.77,$3.25B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx,
ACWI,iShares MSCI ACWI Index Fund,72,$8.9B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi,
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,75.37,$4.84B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj,
EWZS,iShares MSCI Brazil Small-Cap ETF,16.07,$85.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs,
MCHI,iShares MSCI China ETF,66.17,$2.86B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi,
ESGD,iShares MSCI EAFE ESG Optimized ETF,67.745,$135.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgd,
SCZ,iShares MSCI EAFE Small-Cap ETF,64.24,$10.36B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz,
ESGE,iShares MSCI EM ESG Optimized ETF,73.1,$168.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esge,
EEMA,iShares MSCI Emerging Markets Asia Index Fund,72.95,$590.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema,
EMXC,iShares MSCI Emerging Markets ex China ETF,53.06,$10.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emxc,
EUFN,iShares MSCI Europe Financials Sector Index Fund,23.26,$2.08B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn,
IEUS,iShares MSCI Europe Small-Cap ETF,57.28,$191.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus,
RING,iShares MSCI Global Gold Miners ETF,18.7,$351.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ring,
MPCT,iShares MSCI Global Impact ETF,59.02,$26.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpct,
ENZL,iShares MSCI New Zealand Capped ETF,47.34,$153.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl,
QAT,iShares MSCI Qatar Capped ETF,16.06,$56.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat,
TUR,iShares MSCI Turkey ETF,42.1,$372.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tur,
UAE,iShares MSCI UAE Capped ETF,16.51,$42.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae,
ESGU,iShares MSCI USA ESG Optimized ETF,58.28,$20.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgu,
IBB,iShares Nasdaq Biotechnology Index Fund,107.59,$10.18B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb,
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,171.09,$1.48B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx,
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,27.24,$9.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amca,
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,32.62,$44.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif,
ICLN,iShares S&P Global Clean Energy Index Fund,9.225,$139.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln,
WOOD,iShares S&P Global Timber & Forestry Index Fund,70.7,$377.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood,
INDY,iShares S&P India Nifty 50 Index Fund,36.91,$1.21B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy,
IJT,iShares S&P Small-Cap 600 Growth ETF,170.73,$4.99B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ijt,
DVY,iShares Select Dividend ETF,98.48,$17.86B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dvy,
SHV,iShares Short Treasury Bond ETF,110.2,$7.88B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/shv,
CRED,iShares U.S. Credit Bond ETF,112.04,$1.53B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cred,
PFF,iShares U.S. Preferred Stock ETF,38.13,$17.8B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pff,
ISRL,"Isramco, Inc.",108.2743,$294.26M,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl,
ITI,"Iteris, Inc.",7.1,$232.79M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti,
ITRI,"Itron, Inc.",68.05,$2.64B,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri,
ITRN,Ituran Location and Control Ltd.,34.45,$808.73M,2005,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn,
ITUS,ITUS Corporation,2.5275,$41.97M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/itus,
IVENC,Ivy NextShares,100.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivenc,
IVFGC,Ivy NextShares,100.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfgc,
IVFVC,Ivy NextShares,99.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfvc,
IXYS,IXYS Corporation,23.9,$783.18M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys,
IZEA,IZEA Inc.,4.55,$26.05M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/izea,
JJSF,J & J Snack Foods Corp.,150.7,$2.81B,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf,
MAYS,"J. W. Mays, Inc.",37,$74.58M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays,
JBHT,"J.B. Hunt Transport Services, Inc.",115.47,$12.67B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht,
JCOM,"j2 Global, Inc.",74.4,$3.6B,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom,
JASO,"JA Solar Holdings, Co., Ltd.",7.45,$354.51M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso,
JKHY,"Jack Henry & Associates, Inc.",116.92,$9.03B,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy,
JACK,Jack In The Box Inc.,99.05,$2.92B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack,
JXSB,Jacksonville Bancorp Inc.,31.65,$57.38M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb,
JAGX,"Jaguar Health, Inc.",0.1297,$11.78M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx,
JAKK,"JAKKS Pacific, Inc.",2.35,$63.42M,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk,
JMBA,"Jamba, Inc.",8.09,$124.02M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba,
JRVR,"James River Group Holdings, Ltd.",39.8,$1.18B,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/jrvr,
SGQI,Janus Henderson SG Global Quality Income ETF,29.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgqi,
JSML,Janus Henderson Small Cap Growth Alpha ETF,36.71,$7.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsml,
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,38.88,$13.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsmd,
JASN,"Jason Industries, Inc.",2.35,$61.02M,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasn,
JASNW,"Jason Industries, Inc.",0.018,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasnw,
JAZZ,Jazz Pharmaceuticals plc,135.03,$8.1B,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz,
JD,"JD.com, Inc.",42.29,$60.22B,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd,
JSYN,Jensyn Acquistion Corp.,10.15,$52.47M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsyn,
JSYNR,Jensyn Acquistion Corp.,0.375,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynr,
JSYNU,Jensyn Acquistion Corp.,10.85,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynu,
JSYNW,Jensyn Acquistion Corp.,0.225,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynw,
JBLU,JetBlue Airways Corporation,22.5,$7.21B,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu,
JTPY,JetPay Corporation,2.75,$43.1M,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy,
JCTCF,Jewett-Cameron Trading Company,14.95,$33.41M,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf,
WYIG,JM Global Holding Company,9.93,$55.6M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyig,
WYIGU,JM Global Holding Company,10.16,$56.89M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu,
WYIGW,JM Global Holding Company,0.23,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw,
JMU,JMU Limited,0.9936,$81.46M,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/jmu,
JBSS,"John B. Sanfilippo & Son, Inc.",63.47,$717.05M,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss,
JOUT,Johnson Outdoors Inc.,64.23,$642.25M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout,
JNCE,"Jounce Therapeutics, Inc.",13.29,$428.55M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/jnce,
JNP,"Juniper Pharmaceuticals, Inc.",4.65,$50.43M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp,
JUNO,"Juno Therapeutics, Inc.",46.81,$5.34B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno,
KTWO,"K2M Group Holdings, Inc.",18.06,$782.51M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo,
KALU,Kaiser Aluminum Corporation,106.22,$1.8B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu,
KALA,"Kala Pharmaceuticals, Inc.",19,$465.9M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kala,
KALV,"KalVista Pharmaceuticals, Inc.",10.25,$110.54M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kalv,
KMDA,Kamada Ltd.,4.6,$185.21M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda,
KNDI,"Kandi Technologies Group, Inc.",6.95,$333.85M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi,
KPTI,Karyopharm Therapeutics Inc.,9.67,$456.24M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti,
KAAC,Kayne Anderson Acquisition Corp.,9.72,$458.45M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaac,
KAACU,Kayne Anderson Acquisition Corp.,9.95,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaacu,
KAACW,Kayne Anderson Acquisition Corp.,0.85,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaacw,
KZIA,Kazia Therapeutics Limited,3.23,$15.6M,n/a,Capital Goods,Miscellaneous,http://www.nasdaq.com/symbol/kzia,
KBLM,KBL Merger Corp. IV,9.71,$144.46M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblm,
KBLMR,KBL Merger Corp. IV,0.29,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmr,
KBLMU,KBL Merger Corp. IV,10.16,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmu,
KBLMW,KBL Merger Corp. IV,0.174,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmw,
KBSF,KBS Fashion Group Limited,4.19,$7.42M,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf,
KCAP,"KCAP Financial, Inc.",3.43,$128.07M,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap,
KCAPL,"KCAP Financial, Inc.",25.12,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kcapl,
KRNY,Kearny Financial,14.7,$1.19B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny,
KELYA,"Kelly Services, Inc.",27.67,$1.06B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya,
KELYB,"Kelly Services, Inc.",28.5,$1.1B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb,
KMPH,"KemPharm, Inc.",3.95,$57.9M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph,
KFFB,Kentucky First Federal Bancorp,8.95,$75.58M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb,
KERX,"Keryx Biopharmaceuticals, Inc.",4.55,$542.47M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx,
KEQU,Kewaunee Scientific Corporation,28.75,$78.21M,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ,
KTEC,"Key Technology, Inc.",19.02,$123.23M,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec,
KTCC,Key Tronic Corporation,6.99,$75.21M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc,
KFRC,"Kforce, Inc.",25.7,$680.21M,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc,
KE,"Kimball Electronics, Inc.",18.75,$503.23M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke,
KBAL,"Kimball International, Inc.",18.53,$694.46M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal,
KIN,"Kindred Biosciences, Inc.",9.6,$270.32M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin,
KGJI,Kingold Jewelry Inc.,1.97,$130.24M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji,
KINS,"Kingstone Companies, Inc",19.25,$204.56M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins,
KONE,Kingtone Wirelessinfo Solution Holding Ltd,4.38,$6.15M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone,
KNSL,"Kinsale Capital Group, Inc.",45.04,$947.19M,2016,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/knsl,
KIRK,"Kirkland&#39;s, Inc.",12.51,$200.09M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk,
